date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:43:05	13517/13517	---MCZ	200	added ('OK')	text/html	etag:W/%2234cd-zUliGCJOKceazX3GDaNuUJ9pKCw%22	https://code.visualstudio.com/Search	E:/Desktop/SSSS/code.visualstudio.com/Search.html	(from https://code.visualstudio.com/)
17:43:07	363/363	---M--	200	added ('OK')	image/svg+xml	etag:W/%2216b-18579e96669%22	https://code.visualstudio.com/assets/icons/search.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/search.svg	(from https://code.visualstudio.com/)
17:43:11	363/363	---M--	200	added ('OK')	image/svg+xml	etag:W/%2216b-18579e96669%22	https://code.visualstudio.com/assets/icons/search_dark.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/search_dark.svg	(from https://code.visualstudio.com/)
17:43:12	24927/24927	---MCZ	200	added ('OK')	text/html	etag:W/%22615f-1KBYqSOSAXfIdXm3d8J6CsdlOCE%22	https://code.visualstudio.com/Download	E:/Desktop/SSSS/code.visualstudio.com/Download.html	(from https://code.visualstudio.com/)
17:43:13	205/205	---M--	200	added ('OK')	image/svg+xml	etag:W/%22cd-18579e96669%22	https://code.visualstudio.com/assets/icons/download.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/download.svg	(from https://code.visualstudio.com/)
17:43:15	205/205	---M--	200	added ('OK')	image/svg+xml	etag:W/%22cd-18579e96698%22	https://code.visualstudio.com/assets/icons/download-black.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/download-black.svg	(from https://code.visualstudio.com/)
17:43:16	208/208	---M--	200	added ('OK')	image/svg+xml	etag:W/%22d0-18579e96698%22	https://code.visualstudio.com/assets/icons/download_blue.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/download_blue.svg	(from https://code.visualstudio.com/)
17:43:17	210/210	---M--	200	added ('OK')	image/svg+xml	etag:W/%22d2-18579e96688%22	https://code.visualstudio.com/assets/icons/download_yellow.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/download_yellow.svg	(from https://code.visualstudio.com/)
17:43:18	208/208	---M--	200	added ('OK')	image/svg+xml	etag:W/%22d0-18579e966b7%22	https://code.visualstudio.com/assets/icons/download_dark.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/download_dark.svg	(from https://code.visualstudio.com/)
17:43:20	175/175	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2009:43:17%20GMT	https://code.visualstudio.com/insiders	E:/Desktop/SSSS/code.visualstudio.com/insiders.19.delayed	(from https://code.visualstudio.com/)
17:43:21	15656/15656	---MCZ	200	added ('OK')	text/html	etag:W/%223d28-W0vCQ/b0fsDkAL6LOiwxak0scsA%22	https://code.visualstudio.com/insiders/	E:/Desktop/SSSS/code.visualstudio.com/insiders/index.html	(from https://code.visualstudio.com/)
17:43:21	36138/36138	---M--	200	added ('OK')	image/jpeg	etag:W/%228d2a-18579e96792%22	https://code.visualstudio.com/assets/socialproof/twitterprofiles/Una.jpg	E:/Desktop/SSSS/code.visualstudio.com/assets/socialproof/twitterprofiles/Una.jpg	(from https://code.visualstudio.com/)
17:43:22	17703/17703	---M--	200	added ('OK')	image/jpeg	etag:W/%224527-18579e96782%22	https://code.visualstudio.com/assets/socialproof/twitterprofiles/jadbox.jpg	E:/Desktop/SSSS/code.visualstudio.com/assets/socialproof/twitterprofiles/jadbox.jpg	(from https://code.visualstudio.com/)
17:43:23	23533/23533	---M--	200	added ('OK')	image/jpeg	etag:W/%225bed-18579e96744%22	https://code.visualstudio.com/assets/socialproof/twitterprofiles/PKodmad.jpg	E:/Desktop/SSSS/code.visualstudio.com/assets/socialproof/twitterprofiles/PKodmad.jpg	(from https://code.visualstudio.com/)
17:43:25	23645/23645	---M--	200	added ('OK')	image/jpeg	etag:W/%225c5d-18579e96734%22	https://code.visualstudio.com/assets/socialproof/twitterprofiles/MrDarrenV.jpg	E:/Desktop/SSSS/code.visualstudio.com/assets/socialproof/twitterprofiles/MrDarrenV.jpg	(from https://code.visualstudio.com/)
17:43:26	58344/58344	---M--	200	added ('OK')	image/jpeg	etag:W/%22e3e8-18579e967a2%22	https://code.visualstudio.com/assets/socialproof/twitterprofiles/cassidoo.jpg	E:/Desktop/SSSS/code.visualstudio.com/assets/socialproof/twitterprofiles/cassidoo.jpg	(from https://code.visualstudio.com/)
17:43:27	33392/33392	---M--	200	added ('OK')	image/jpeg	etag:W/%228270-18579e96792%22	https://code.visualstudio.com/assets/socialproof/twitterprofiles/lauragift21.jpg	E:/Desktop/SSSS/code.visualstudio.com/assets/socialproof/twitterprofiles/lauragift21.jpg	(from https://code.visualstudio.com/)
17:43:28	5236/5236	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221474-18579e966b7%22	https://code.visualstudio.com/assets/images/home-intellisense.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/images/home-intellisense.svg	(from https://code.visualstudio.com/)
17:43:30	5256/5256	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221488-18579e966b7%22	https://code.visualstudio.com/assets/images/home-debug.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/images/home-debug.svg	(from https://code.visualstudio.com/)
17:43:31	8251/8251	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22203b-18579e966d6%22	https://code.visualstudio.com/assets/images/home-git.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/images/home-git.svg	(from https://code.visualstudio.com/)
17:43:32	31521/31521	---M--	200	added ('OK')	image/png	etag:W/%227b21-18579e96669%22	https://code.visualstudio.com/assets/images/Hundreds-of-Extensions.png	E:/Desktop/SSSS/code.visualstudio.com/assets/images/Hundreds-of-Extensions.png	(from https://code.visualstudio.com/)
17:43:33	98253/98253	---MCZ	200	added ('OK')	text/html	etag:W/%2217fcd-rD7dR3+hqYrfaJsv1eM52alvlFA%22	https://code.visualstudio.com/docs/editor/extension-marketplace	E:/Desktop/SSSS/code.visualstudio.com/docs/editor/extension-marketplace.html	(from https://code.visualstudio.com/)
17:43:34	6214/6214	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221846-18579e966b7%22	https://code.visualstudio.com/assets/images/home-azure.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/images/home-azure.svg	(from https://code.visualstudio.com/)
17:43:35	66300/66300	---MCZ	200	added ('OK')	text/html	etag:W/%22102fc-zERP9c5fr3vp55KTGMHAcpEibFI%22	https://code.visualstudio.com/docs/azure/extensions	E:/Desktop/SSSS/code.visualstudio.com/docs/azure/extensions.html	(from https://code.visualstudio.com/)
17:43:36	24948/24948	---MCZ	200	added ('OK')	text/html	etag:W/%226174-fJApoXBvfP/dS91Uv+XwQwsEIv0%22	https://code.visualstudio.com/License/	E:/Desktop/SSSS/code.visualstudio.com/License/index.html	(from https://code.visualstudio.com/)
17:43:36	97530/97530	---MCZ	200	added ('OK')	text/html	etag:W/%2217cfa-ZVJMIgquCQNuH5TPCtojeoqxiNI%22	https://code.visualstudio.com/docs/supporting/FAQ	E:/Desktop/SSSS/code.visualstudio.com/docs/supporting/FAQ-2.html	(from https://code.visualstudio.com/)
17:43:38	6860/6860	---MCZ	200	added ('OK')	text/html	etag:W/%221acc-18579e9664a%22	https://code.visualstudio.com/assets/github-button.html?user=Microsoft&repo=vscode&type=star&count=true	E:/Desktop/SSSS/code.visualstudio.com/assets/github-button29be.html	(from https://code.visualstudio.com/)
17:43:39	24948/24948	---MCZ	200	added ('OK')	text/html	etag:W/%226174-fJApoXBvfP/dS91Uv+XwQwsEIv0%22	https://code.visualstudio.com/License	E:/Desktop/SSSS/code.visualstudio.com/License.html	(from https://code.visualstudio.com/)
17:43:40	3151/3151	---M--	200	added ('OK')	image/png	etag:W/%22c4f-18579e966b7%22	https://code.visualstudio.com/assets/images/microsoft-logo.png	E:/Desktop/SSSS/code.visualstudio.com/assets/images/microsoft-logo.png	(from https://code.visualstudio.com/)
17:43:42	3151/3151	---M--	200	added ('OK')	image/png	etag:W/%22c4f-18579e96698%22	https://code.visualstudio.com/assets/images/microsoft-logo-inverted.png	E:/Desktop/SSSS/code.visualstudio.com/assets/images/microsoft-logo-inverted.png	(from https://code.visualstudio.com/)
17:43:44	400985/400985	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261e59-18579e96659%22	https://code.visualstudio.com/dist/index.js	E:/Desktop/SSSS/code.visualstudio.com/dist/index.js	(from https://code.visualstudio.com/)
17:43:45	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224e9f-18579e96241%22	https://code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	E:/Desktop/SSSS/code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://code.visualstudio.com/vendor/bootstrap/css/bootstrap.min.css)
17:43:46	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224e9f-18579e96241%22	https://code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot?	E:/Desktop/SSSS/code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://code.visualstudio.com/vendor/bootstrap/css/bootstrap.min.css)
17:43:47	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:W/%22466c-18579e96251%22	https://code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff2	E:/Desktop/SSSS/code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://code.visualstudio.com/vendor/bootstrap/css/bootstrap.min.css)
17:43:48	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:W/%225b80-18579e96260%22	https://code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	E:/Desktop/SSSS/code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://code.visualstudio.com/vendor/bootstrap/css/bootstrap.min.css)
17:43:49	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22b15c-18579e96232%22	https://code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	E:/Desktop/SSSS/code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://code.visualstudio.com/vendor/bootstrap/css/bootstrap.min.css)
17:43:51	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a8c2-18579e96251%22	https://code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	E:/Desktop/SSSS/code.visualstudio.com/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://code.visualstudio.com/vendor/bootstrap/css/bootstrap.min.css)
17:43:52	959/959	---M--	200	added ('OK')	image/png	etag:W/%223bf-18579e966e6%22	https://code.visualstudio.com/assets/images/windows-logo.png	E:/Desktop/SSSS/code.visualstudio.com/assets/images/windows-logo.png	(from https://code.visualstudio.com/dist/style.css)
17:43:53	778/778	---M--	200	added ('OK')	image/svg+xml	etag:W/%2230a-18579e96688%22	https://code.visualstudio.com/assets/images/apple-logo.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/images/apple-logo.svg	(from https://code.visualstudio.com/dist/style.css)
17:43:54	778/778	---M--	200	added ('OK')	image/svg+xml	etag:W/%2230a-18579e96698%22	https://code.visualstudio.com/assets/images/apple-logo-inverted.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/images/apple-logo-inverted.svg	(from https://code.visualstudio.com/dist/style.css)
17:43:55	8264/8264	---M--	200	added ('OK')	image/png	etag:W/%222048-18579e966a7%22	https://code.visualstudio.com/assets/images/linux-logo.png	E:/Desktop/SSSS/code.visualstudio.com/assets/images/linux-logo.png	(from https://code.visualstudio.com/dist/style.css)
17:43:56	283/283	---M--	200	added ('OK')	image/svg+xml	etag:W/%2211b-18579e96725%22	https://code.visualstudio.com/play.svg	E:/Desktop/SSSS/code.visualstudio.com/play.svg	(from https://code.visualstudio.com/dist/style.css)
17:43:58	2633/2633	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a49-18579e96698%22	https://code.visualstudio.com/assets/images/firststart-sidebar-sprite.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/images/firststart-sidebar-sprite.svg	(from https://code.visualstudio.com/dist/style.css)
17:43:59	256/256	---M--	200	added ('OK')	image/svg+xml	etag:W/%22100-18579e96679%22	https://code.visualstudio.com/assets/icons/chevronDown.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/chevronDown.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:00	256/256	---M--	200	added ('OK')	image/svg+xml	etag:W/%22100-18579e96688%22	https://code.visualstudio.com/assets/icons/chevronDown_black.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/chevronDown_black.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:01	30420/30420	---M--	200	added ('OK')	image/png	etag:W/%2276d4-18579e96659%22	https://code.visualstudio.com/assets/home/home-screenshot-mac.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/home-screenshot-mac.png	(from https://code.visualstudio.com/dist/style.css)
17:44:02	14723/14723	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223983-18579e96669%22	https://code.visualstudio.com/assets/icons/valueprops-top-sprite.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/icons/valueprops-top-sprite.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:04	79995/79995	---M--	200	added ('OK')	image/png	etag:W/%221387b-18579e96734%22	https://code.visualstudio.com/assets/home/home-screenshot-mac-2x.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/home-screenshot-mac-2x.png	(from https://code.visualstudio.com/dist/style.css)
17:44:05	110881/110881	---M--	200	added ('OK')	image/png	etag:W/%221b121-18579e96725%22	https://code.visualstudio.com/assets/home/home-screenshot-win.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/home-screenshot-win.png	(from https://code.visualstudio.com/dist/style.css)
17:44:06	36451/36451	---M--	200	added ('OK')	image/png	etag:W/%228e63-18579e9664a%22	https://code.visualstudio.com/assets/home/home-screenshot-linux.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/home-screenshot-linux.png	(from https://code.visualstudio.com/dist/style.css)
17:44:07	89721/89721	---M--	200	added ('OK')	image/png	etag:W/%2215e79-18579e96725%22	https://code.visualstudio.com/assets/home/home-screenshot-mac-lg-2x.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/home-screenshot-mac-lg-2x.png	(from https://code.visualstudio.com/dist/style.css)
17:44:08	105403/105403	---M--	200	added ('OK')	image/png	etag:W/%2219bbb-18579e96744%22	https://code.visualstudio.com/assets/home/home-screenshot-win-lg.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/home-screenshot-win-lg.png	(from https://code.visualstudio.com/dist/style.css)
17:44:09	41730/41730	---M--	200	added ('OK')	image/png	etag:W/%22a302-18579e96698%22	https://code.visualstudio.com/assets/home/home-screenshot-linux-lg.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/home-screenshot-linux-lg.png	(from https://code.visualstudio.com/dist/style.css)
17:44:10	366/366	---M--	200	added ('OK')	image/png	etag:W/%2216e-18579e9664a%22	https://code.visualstudio.com/assets/docs_carousel/item-install-tile.png	E:/Desktop/SSSS/code.visualstudio.com/assets/docs_carousel/item-install-tile.png	(from https://code.visualstudio.com/dist/style.css)
17:44:11	246/246	---M--	200	added ('OK')	image/png	etag:W/%22f6-18579e96698%22	https://code.visualstudio.com/assets/docs_carousel/item-install-tile-inverted.png	E:/Desktop/SSSS/code.visualstudio.com/assets/docs_carousel/item-install-tile-inverted.png	(from https://code.visualstudio.com/dist/style.css)
17:44:13	127586/127586	---M--	200	added ('OK')	image/png	etag:W/%221f262-18579e9664a%22	https://code.visualstudio.com/assets/docs_carousel/debug_b.png	E:/Desktop/SSSS/code.visualstudio.com/assets/docs_carousel/debug_b.png	(from https://code.visualstudio.com/dist/style.css)
17:44:14	125896/125896	---M--	200	added ('OK')	image/png	etag:W/%221ebc8-18579e96753%22	https://code.visualstudio.com/assets/docs_carousel/multi-cursor-edit.png	E:/Desktop/SSSS/code.visualstudio.com/assets/docs_carousel/multi-cursor-edit.png	(from https://code.visualstudio.com/dist/style.css)
17:44:15	90416/90416	---M--	200	added ('OK')	image/png	etag:W/%2216130-18579e9664a%22	https://code.visualstudio.com/assets/docs_carousel/git_b.png	E:/Desktop/SSSS/code.visualstudio.com/assets/docs_carousel/git_b.png	(from https://code.visualstudio.com/dist/style.css)
17:44:17	72129/72129	---M--	200	added ('OK')	image/png	etag:W/%22119c1-18579e9664a%22	https://code.visualstudio.com/assets/docs_carousel/intellisense_b.png	E:/Desktop/SSSS/code.visualstudio.com/assets/docs_carousel/intellisense_b.png	(from https://code.visualstudio.com/dist/style.css)
17:44:17	122682/122682	---M--	200	added ('OK')	image/png	etag:W/%221df3a-18579e9664a%22	https://code.visualstudio.com/assets/docs_carousel/peek_b.png	E:/Desktop/SSSS/code.visualstudio.com/assets/docs_carousel/peek_b.png	(from https://code.visualstudio.com/dist/style.css)
17:44:17	139/139	---M--	200	added ('OK')	image/svg+xml	etag:W/%228b-18579e96669%22	https://code.visualstudio.com/expand-up.svg	E:/Desktop/SSSS/code.visualstudio.com/expand-up.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:20	136/136	---M--	200	added ('OK')	image/svg+xml	etag:W/%2288-18579e96669%22	https://code.visualstudio.com/expand-down.svg	E:/Desktop/SSSS/code.visualstudio.com/expand-down.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:21	93798/93798	---M--	200	added ('OK')	image/png	etag:W/%2216e66-18579e96773%22	https://code.visualstudio.com/assets/images/hero-video-frame.png	E:/Desktop/SSSS/code.visualstudio.com/assets/images/hero-video-frame.png	(from https://code.visualstudio.com/dist/style.css)
17:44:22	1690/1690	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269a-18579e966e6%22	https://code.visualstudio.com/insiders/faster-updates.svg	E:/Desktop/SSSS/code.visualstudio.com/insiders/faster-updates.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:23	949/949	---M--	200	added ('OK')	image/svg+xml	etag:W/%223b5-18579e966e6%22	https://code.visualstudio.com/insiders/nightly-downloads.svg	E:/Desktop/SSSS/code.visualstudio.com/insiders/nightly-downloads.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:24	375/375	---M--	200	added ('OK')	image/svg+xml	etag:W/%22177-18579e966e6%22	https://code.visualstudio.com/insiders/side-by-side.svg	E:/Desktop/SSSS/code.visualstudio.com/insiders/side-by-side.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:26	70800/70800	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2211490-18579e96698%22	https://code.visualstudio.com/assets/fonts/codicon.ttf?f6ab4abcfdcac2bb563bb55b9602bc7f	E:/Desktop/SSSS/code.visualstudio.com/assets/fonts/codicondf18.ttf	(from https://code.visualstudio.com/dist/style.css)
17:44:26	4392/4392	---M--	200	added ('OK')	image/webp	etag:W/%221128-18579e96232%22	https://code.visualstudio.com/assets/vscode-day/herobg.webp	E:/Desktop/SSSS/code.visualstudio.com/assets/vscode-day/herobg.webp	(from https://code.visualstudio.com/dist/style.css)
17:44:27	1958/1958	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%227a6-a9w43M7TIbeCikR8aGxUpDnJj3w%22	https://code.visualstudio.com/assets/home/desktop.png	E:/Desktop/SSSS/code.visualstudio.com/assets/home/desktop.52.delayed	(from https://code.visualstudio.com/dist/style.css)
17:44:28	783/783	---M--	200	added ('OK')	image/svg+xml	etag:W/%2230f-18579e96753%22	https://code.visualstudio.com/assets/loading.svg	E:/Desktop/SSSS/code.visualstudio.com/assets/loading.svg	(from https://code.visualstudio.com/dist/style.css)
17:44:30	12808/12808	---M--	200	added ('OK')	image/png	etag:W/%223208-18579e96753%22	https://code.visualstudio.com/opengraphimg/opengraph-gettingstarted.png	E:/Desktop/SSSS/code.visualstudio.com/opengraphimg/opengraph-gettingstarted.png	(from https://code.visualstudio.com/docs)
17:44:31	74208/74208	---MCZ	200	added ('OK')	text/html	etag:W/%22121e0-t20YUKLo0RPix4ZUsQfNN9K9CPU%22	https://code.visualstudio.com/docs/setup/setup-overview	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/setup-overview.html	(from https://code.visualstudio.com/docs)
17:44:32	91140/91140	---MCZ	200	added ('OK')	text/html	etag:W/%2216404-FEPCksl3l9UYhUGKMMVXN8UHGrk%22	https://code.visualstudio.com/docs/setup/linux	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/linux.html	(from https://code.visualstudio.com/docs)
17:44:33	72859/72859	---MCZ	200	added ('OK')	text/html	etag:W/%2211c9b-m2FuIZyMvI9FgF+4nVJl/W562gM%22	https://code.visualstudio.com/docs/setup/mac	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/mac.html	(from https://code.visualstudio.com/docs)
17:44:34	72530/72530	---MCZ	200	added ('OK')	text/html	etag:W/%2211b52-HtQA/blgH5xfIH4CeAQPrNIMss0%22	https://code.visualstudio.com/docs/setup/windows	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/windows.html	(from https://code.visualstudio.com/docs)
17:44:35	68251/68251	---MCZ	200	added ('OK')	text/html	etag:W/%2210a9b-5SUZV0ShKNmfFEmuj/iC+kM7qlw%22	https://code.visualstudio.com/docs/setup/raspberry-pi	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/raspberry-pi.html	(from https://code.visualstudio.com/docs)
17:44:37	73402/73402	---MCZ	200	added ('OK')	text/html	etag:W/%2211eba-ms9llB617tHSJzy5Nnx0duR0w8s%22	https://code.visualstudio.com/docs/setup/network	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/network.html	(from https://code.visualstudio.com/docs)
17:44:38	68427/68427	---MCZ	200	added ('OK')	text/html	etag:W/%2210b4b-o4nY3eqWnUj5G6e6pXsbiKDM7dY%22	https://code.visualstudio.com/docs/setup/additional-components	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/additional-components.html	(from https://code.visualstudio.com/docs)
17:44:39	66857/66857	---MCZ	200	added ('OK')	text/html	etag:W/%2210529-JGGuhrBv2nCKGKDyzwnptEbGrFU%22	https://code.visualstudio.com/docs/setup/enterprise	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/enterprise.html	(from https://code.visualstudio.com/docs)
17:44:40	68580/68580	---MCZ	200	added ('OK')	text/html	etag:W/%2210be4-kXGV6kfl3tMje/uW9VPEhC7EUgM%22	https://code.visualstudio.com/docs/setup/uninstall	E:/Desktop/SSSS/code.visualstudio.com/docs/setup/uninstall.html	(from https://code.visualstudio.com/docs)
17:44:41	68864/68864	---MCZ	200	added ('OK')	text/html	etag:W/%2210d00-Ashwg1wVcei12+actuIovzgqsyU%22	https://code.visualstudio.com/docs/getstarted/introvideos	E:/Desktop/SSSS/code.visualstudio.com/docs/getstarted/introvideos.html	(from https://code.visualstudio.com/docs)
